search URL:,https://patents.google.com/?q=mouse&q=trap&oq=mouse+trap
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-03025148-A2,Novel nucleic acids and polypeptides ,"Nuvelo, Inc.","Y. Tom Tang, Vinod Asundi, Ryle W. Goodrich, Feiyan Ren, Jie Zhang, Qing A. Zhao, Jian-Rui Wang, Malabika Ghosh, Aidong J. Xue, Tom Wehrman, Gezhi Weng, Ping Zhou, Radoje T. Drmanac, Dunrui Wang, Dana Haley-Vicente",2001-09-19,2002-09-19,2003-03-27,,https://patents.google.com/patent/WO2003025148A2/en,
US-2009024943-A1,"Systems and methods for alarm tone selection, distribution, and playback in a networked audiovisual device ","Chumby Industries, Inc.","Steven Michael Adler, Stephen L. Tomlin",2007-07-13,2008-07-14,2009-01-22,,https://patents.google.com/patent/US20090024943A1/en,
AU-759813-B2,Method for recovering proteins from the interstitial fluid of plant tissues ,"Kentucky Bioprocessing, Llc","Terri I. Cameron, Stephen J. Garger, R. Barry Holtz, Michael J Mcculloch, Michelle L. Samonek-Potter, Thomas H. Turpen",1998-08-11,1999-08-11,2003-05-01,2003-05-01,https://patents.google.com/patent/AU759813B2/en,
JP-2016535791-A,Method for preparing a pharmaceutical composition for the treatment of CFTR-mediated diseases ,"バーテックス ファーマシューティカルズ インコーポレイテッドＶｅｒｔｅｘ Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ Ｉｎｃｏｒｐｏｒａｔｅｄ, バーテックス  ファーマシューティカルズ  インコーポレイテッドＶｅｒｔｅｘ  Ｐｈａｒｍａｃｅｕｔｉｃａｌｓ  Ｉｎｃｏｒｐｏｒａｔｅｄ","ケリー アン スウィニー，, ケリー  アン スウィニー，, パトリシア ネル ハーター，, パトリシア  ネル ハーター，, デイビッド イー． ナディヒ，, デイビッド  イー． ナディヒ，, デイビッド スミス，, デイビッド スミス，, バンス ヘイデン トーマス，, バンス  ヘイデン トーマス，, マーティン ポール ワーマン，, マーティン  ポール ワーマン，",2013-11-12,2014-10-31,2016-11-17,,https://patents.google.com/patent/JP2016535791A/en,https://patentimages.storage.googleapis.com/a4/eb/80/b481100fbdc4f2/2016535791-73.png
US-2004131637-A1,Salmonella promoter for heterologous gene expression ,Chatfield Steven Neville,Steven Chatfield,2001-03-09,2002-03-11,2004-07-08,,https://patents.google.com/patent/US20040131637A1/en,https://patentimages.storage.googleapis.com/d7/cc/44/b2bcd3f54acc09/US20040131637A1-20040708-D00001.png
US-2013277614-A1,Synthesis of water soluble non-toxic nanocrystalline quantum dots and uses thereof ,Drexel University,"Wei-Heng Shih, Wan Y. Shih, Hui Li",2006-11-27,2013-06-18,2013-10-24,,https://patents.google.com/patent/US20130277614A1/en,https://patentimages.storage.googleapis.com/b2/fa/8b/171284945237c8/US20130277614A1-20131024-D00001.png
US-4719046-A,Crysene derivatives ,Burroughs Wellcome Co.,Kenneth W. Bair,1983-05-17,1984-10-18,1988-01-12,1988-01-12,https://patents.google.com/patent/US4719046A/en,
US-8327357-B2,Mechanism for virtual time stamp counter acceleration ,"Red Hat, Inc.",Zachary Roger Amsden,2009-08-31,2009-08-31,2012-12-04,2012-12-04,https://patents.google.com/patent/US8327357B2/en,https://patentimages.storage.googleapis.com/46/15/15/846b8dc9bb6fb0/US08327357-20121204-D00000.png
US-2006160536-A1,Methods and apparatus for transferring service flow context of mobile broadband wireless access networks ,Intel Corporation,Joey Chou,2005-01-18,2005-01-18,2006-07-20,,https://patents.google.com/patent/US20060160536A1/en,https://patentimages.storage.googleapis.com/90/82/7b/b7c41161dc0489/US20060160536A1-20060720-D00000.png
US-2004053245-A1,Novel nucleic acids and polypeptides ,"Tang Y. Tom, Chenghua Liu, Drmanac Radoje T.","Y. Tang, Chenghua Liu, Radoje Drmanac",2001-02-05,2001-02-05,2004-03-18,,https://patents.google.com/patent/US20040053245A1/en,
JP-H0695963-A,Bus protocol for high-performance processor ,"Digital Equip Corp <Dec>, ディジタル  イクイプメント  コーポレイション","David Archer, John Edmondson, Samyojita Nadkarni, Rebecca L Stamm, Raymond Strouble, ナドカミ サミョージタ, エドモンドソン ジョン, アーチャー ディヴィッド, ストローブル レイモンド, エル  スタム レベッカ",1990-06-29,1991-06-29,1994-04-08,,https://patents.google.com/patent/JPH0695963A/en,
KR-20060098358-A,Use of polypeptides of the cupredoxin family in cancer therapy ,더 보드 오브 트러스티즈 오브 더 유니버시티 오브 일리노이,"타파스 케이. 다스 구프타, 토루 야마다, 올가 자보리나, 아난다 엠. 차카라바티, 바슈 푼즈, 요시노리 히라오카",2003-08-15,2004-08-10,2006-09-18,,https://patents.google.com/patent/KR20060098358A/en,https://patentimages.storage.googleapis.com/03/b3/c1/3fac3b2a9f7597/112006010189290-PCT00001.png
EP-2247298-B1,Control of viral-host membrane fusion with hydrogen bond surrogate-based artificial helices ,New York University,"Deyun Wang, Paramjit Arora",2007-12-31,2008-12-31,2016-08-31,2016-08-31,https://patents.google.com/patent/EP2247298B1/en,https://patentimages.storage.googleapis.com/05/f8/6a/3d7a0f70f95fa4/imgf0001.png
EP-1578989-A2,Novel nucleic acids and secreted polypeptides ,"Nuvelo, Inc.","Malabika J. Ghosh, Feiyan Ren, Y. Tom Tang, Dunrui Wang, Jian-Rui Wang, Zhiwei Wang, Tom Wehrman, Gezhi Weng, Aidong Xue, Yonghong Yang, Jie Zhang, Qing A. Zhao",2001-07-21,2002-07-19,2005-09-28,,https://patents.google.com/patent/EP1578989A2/en,
US-8173445-B1,DNA intercalating agents ,"Pacific Biosciences Of California, Inc.","John G. K. Williams, Daniel R. Draney",2005-01-28,2008-10-31,2012-05-08,2012-05-08,https://patents.google.com/patent/US8173445B1/en,https://patentimages.storage.googleapis.com/00/54/3c/b3f4dc7769a9a6/US08173445-20120508-D00000.png
KR-20150041985-A,Method of manufacturing a three dimensional semiconductor memory device and the three dimensional semiconductor memory device fabricated by the method ,삼성전자주식회사,"이준석, 이웅, 임헌형, 황기현",2013-10-10,2013-10-10,2015-04-20,,https://patents.google.com/patent/KR20150041985A/en,https://patentimages.storage.googleapis.com/eb/59/d2/e84f5b1be28449/pat00001.png
US-2003135888-A1,Genes that are modulated by posttranscriptional gene silencing ,"Tong Zhu, Xun Wang, Hur-Song Chang, Briggs Steven P., Bret Cooper, Jane Glazebrook, Goff Stephen A., Fumiaki Katagiri, Joel Kreps, Todd Moughamer, Nicholas Provart, Darrell Ricke","Tong Zhu, Xun Wang, Hur-Song Chang, Steven Briggs, Bret Cooper, Jane Glazebrook, Stephen Goff, Fumiaki Katagiri, Joel Kreps, Todd Moughamer, Nicholas Provart, Darrell Ricke",2001-09-26,2002-09-26,2003-07-17,,https://patents.google.com/patent/US20030135888A1/en,https://patentimages.storage.googleapis.com/68/84/ad/635a1e89b7e7dd/US20030135888A1-20030717-D00001.png
EP-0996632-A1,Angiostatin fragments and method of use ,Children's Medical Center Corporation,"M. Judah Folkman, Michael S. O'reilly",1997-05-30,1998-05-29,2000-05-03,,https://patents.google.com/patent/EP0996632A1/en,
US-2009002333-A1,Systems and methods for device registration ,"Chumby Industries, Inc.","Duane Stewart Maxwell, Kenneth Earl Steele, Steven Michael Adler",2007-06-22,2008-06-19,2009-01-01,,https://patents.google.com/patent/US20090002333A1/en,
US-7179622-B2,Method of suppressing differentiation by administering a human serrate-1 polypeptide ,Asahi Kasei Kabushiki Kaisha,"Seiji Sakano, Akira Itoh",1995-11-17,2005-01-27,2007-02-20,2007-02-20,https://patents.google.com/patent/US7179622B2/en,https://patentimages.storage.googleapis.com/US7179622B2/US07179622-20070220-D00001.png
US-7449116-B2,Methods and systems for protein separation ,"Agilent Technologies, Inc.","James D. Martosella, Barry Edward Boyes",2004-10-01,2005-02-08,2008-11-11,2008-11-11,https://patents.google.com/patent/US7449116B2/en,https://patentimages.storage.googleapis.com/9e/12/e6/5b7e2118804307/US07449116-20081111-D00003.png
JP-2005534314-A,Cells differentiated from stem cells and the cells derived from adipose tissue ,"イヴ・サン・ローラン・パルフュームＹｖｅｓ  Ｓａｉｎｔ  Ｌａｕｒｅｎｔ  Ｐａｒｆｕｍｓ, サントル・ナショナル・ドゥ・ラ・レシェルシュ・サイエンティフィーク−セ・エン・エール・エス−, ユニベルスィテ・ドゥ・ニース・ソフィア・アンティポリス","アイヨード、ゲラール, ダニ、クリスチャン, ロドリゲス、アンヌ−マリー",2002-07-31,2003-07-31,2005-11-17,,https://patents.google.com/patent/JP2005534314A/en,https://patentimages.storage.googleapis.com/31/e6/3e/932df4d7ad3279/2005534314-4.png
US-6673904-B2,Stem cell growth factor-like polypeptides ,"Kirin Beer Kabushiki Kaisha, Hyseq, Inc.","Mitsuo Nishikawa, Ivan Labat, Radoje T. Drmanac, Y. Tom Tang, Cheng-Chi Chao, Nancy Mize, John Childs",2000-12-23,2001-07-24,2004-01-06,2004-01-06,https://patents.google.com/patent/US6673904B2/en,https://patentimages.storage.googleapis.com/a0/d5/f8/8811b4f26e8031/US06673904-20040106-D00001.png
US-2016251627-A1,Differentiation and Enrichment of Islet-like Cells From Human Pluripotent Stem Cells ,"Asterias Biotherapeutics, Inc.","Anish Sen Majumdar, JianJie Jiang, Melinda Au",2006-06-19,2014-12-08,2016-09-01,,https://patents.google.com/patent/US20160251627A1/en,https://patentimages.storage.googleapis.com/2a/57/09/d382ef8b7191a8/US20160251627A1-20160901-D00001.png
JP-5653917-B2,PKC activating compounds for the treatment of neurodegenerative diseases ,ブランシェット・ロックフェラー・ニューロサイエンスィズ・インスティテュート,"ネルソン、トマス・ジェイ．, アルコン、デニエル・エル．",2008-07-28,2009-07-28,2015-01-14,2015-01-14,https://patents.google.com/patent/JP5653917B2/en,https://patentimages.storage.googleapis.com/be/dc/64/a046cfa2ee3df6/0005653917-6.png
US-2004263784-A1,Simplified ocular fundus auto imager ,"Cornsweet Tom N., Buck Gary F., Peterson Paul R.","Tom Cornsweet, Gary Buck, Paul Peterson",2000-07-14,2004-06-14,2004-12-30,,https://patents.google.com/patent/US20040263784A1/en,https://patentimages.storage.googleapis.com/c9/7d/17/a050bf0383ebc8/US20040263784A1-20041230-D00000.png
CN-105324115-B,Estrogenic agents and application thereof ,赛拉根医药股份有限公司,"M·卡拉曼, S·P·戈韦克, N·D·史密斯, J·H·黑格, E·周马内瓦尔",2013-06-19,2014-06-18,2019-01-04,2019-01-04,https://patents.google.com/patent/CN105324115B/en,
AU-2008264201-A1,"Modified recombinant vaccinia viruses and other microorganisms, uses thereof ",Genelux Corporation,"Aladar A. Szalay, Tatyana Timiryasova, Yong A. Yu, Qian Zhang",2003-06-18,2008-12-24,2009-01-29,,https://patents.google.com/patent/AU2008264201A1/en,
EP-1341804-A2,Novel nucleic acids and polypeptides ,"Nuvelo, Inc.","Vinod Asundi, Radoje T. Drmanac, Ryle W. Goodrich, Chenghua Liu, Feiyan Ren, Y. Tom Tang, Tom Wehrman, Aidong J. Xue, Yonghong Yang, Jie Zhang, Qing A. Zhao, Ping Zhou",2000-11-17,2001-11-16,2003-09-10,,https://patents.google.com/patent/EP1341804A2/en,
JP-2007530055-A,Bmp-3 propeptide and related methods ,アクセルロン  ファーマ  インコーポレーテッド,"ジョン クノッフ, ジャスバー シーラ",2004-03-26,2005-03-28,2007-11-01,,https://patents.google.com/patent/JP2007530055A/en,https://patentimages.storage.googleapis.com/d6/d7/98/24af4e350ea9a2/2007530055-4.png
US-5843749-A,Ehk and Ror tyrosine kinases ,"Regeneron Pharmaceuticals, Inc.","Peter C. Maisonpierre, Piotr Masiakowski, George D. Yancopoulos",1991-07-26,1995-06-06,1998-12-01,1998-12-01,https://patents.google.com/patent/US5843749A/en,https://patentimages.storage.googleapis.com/4c/55/8b/7b6d3e900c4f1a/US5843749-drawings-page-2.png
US-2011093227-A1,"Systems and methods for location, motion, and contact detection and tracking in a networked audiovisual device ","Andrew Shane Huang, Duane Stewart Maxwell, Kenneth Earl Steele, Stephen Lawrence Tomlin, Steven Michael Adler","Andrew Shane Huang, Duane Stewart Maxwell, Kenneth Earl Steele, Stephen Lawrence Tomlin, Steven Michael Adler",2006-12-08,2010-08-16,2011-04-21,,https://patents.google.com/patent/US20110093227A1/en,https://patentimages.storage.googleapis.com/7f/e3/be/b2779512efcc27/US20110093227A1-20110421-D00000.png
US-2011207668-A1,Binding proteins inhibiting the vegf-a receptor interaction ,Molecular Partners Ag,"Hans Kaspar Binz, Patrik Forrer, Michael Tobias Stumpp",2008-11-03,2009-11-03,2011-08-25,,https://patents.google.com/patent/US20110207668A1/en,https://patentimages.storage.googleapis.com/31/b7/e0/8e6f314a9571e0/US20110207668A1-20110825-D00001.png
US-3096163-A,Apparatus for freeze-drying at atmospheric pressure ,Harold T Meryman,Harold T Meryman,1960-08-16,1960-08-16,1963-07-02,1963-07-02,https://patents.google.com/patent/US3096163A/en,https://patentimages.storage.googleapis.com/57/18/3c/12177228e24b64/US3096163-drawings-page-1.png
WO-0231111-A2,Novel nucleic acids and polypeptides ,"Hyseq, Inc.","Y. Tom Tang, Chenghua Liu, Ping Zhou, Vinod Asundi, Jie Zhang, Qing A. Zhao, Feiyan Ren, Aidong J. Xue, Yonghong Yang, Tom Wehrman, Radoje T. Drmanac",2000-10-12,2001-10-11,2002-04-18,,https://patents.google.com/patent/WO2002031111A2/en,
EA-025085-B1,Carba-nucleoside analogs for antiviral treatment ,"Джилид Сайэнс, Инк.","Томас Батлер, Эзоп Чо, Чонг Ю. Ким, Цзе Сюй",2009-02-10,2010-02-09,2016-11-30,,https://patents.google.com/patent/EA025085B1/en,
US-2010273990-A1,Notch-based fusion proteins and uses thereof ,The Trustee Of Columbia University In The City Of New York,"Jan Kitajewski, Carrie Shawber, Yasuhiro Funahashi",2004-04-29,2010-01-21,2010-10-28,,https://patents.google.com/patent/US20100273990A1/en,https://patentimages.storage.googleapis.com/0b/32/65/4eef462d4c9361/US20100273990A1-20101028-D00000.png
JP-H0757177-B2,Specific cell separation device and a particular cell separation method ,バクスター  インターナショナル  インコーポレーテッド,"ハードウィック、アール．アラン, アール． プリスコ、ミカエル, シー． レイク、ウィリアム",1988-10-11,1989-10-10,1995-06-21,,https://patents.google.com/patent/JPH0757177B2/en,
JP-2006523315-A,"Material removal and dispensing apparatus, systems, and methods ",アイアールエム，エルエルシー,"ケネス・ジェイ．・セカンド・ミックラッシュ, ジェームス・ケヴィン・メインクイスト, ジム・チャング, ロバート・チャールズ・ダウンズ",2003-04-08,2004-04-07,2006-10-12,,https://patents.google.com/patent/JP2006523315A/en,
CN-107275392-A,Vertical tunnelling negative differential resistance ,英特尔公司,R·皮拉里塞泰,2011-05-02,2011-12-22,2017-10-20,,https://patents.google.com/patent/CN107275392A/en,
US-4857539-A,Heterocyclic substituted-phenoxyalkylisoxazoles as antiviral useful agents ,Sterling Drug Inc.,"Guy D. Diana, Philip M. Carabateas",1983-08-29,1987-06-16,1989-08-15,1989-08-15,https://patents.google.com/patent/US4857539A/en,
US-2011177595-A1,"Multipotent Adult Stem Cells, Sources Thereof, Methods of Obtaining and Maintaining Same, Methods of Differentiation Thereof, Methods of Use Thereof and Cells Derived Thereof ","Abt Holding Company, Regents Of The University Of Minnesota","Leo T. Furcht, Catherine M. Verfaillie, Morayma Reyes",2001-02-14,2011-03-07,2011-07-21,,https://patents.google.com/patent/US20110177595A1/en,https://patentimages.storage.googleapis.com/37/21/46/f5f090eae63ead/US20110177595A1-20110721-D00001.png
US-2003165981-A1,"Polypeptide, cDNA encoding the same, and use of them ","Ono Pharmaceutical Co., Ltd.","Daikichi Fukushima, Shiro Shibayama, Hideaki Tada",1997-10-07,2003-04-16,2003-09-04,,https://patents.google.com/patent/US20030165981A1/en,https://patentimages.storage.googleapis.com/9d/16/c8/c1ce087364000c/US20030165981A1-20030904-D00001.png
US-5513346-A,Error condition detector for handling interrupt in integrated circuits having multiple processors ,Intel Corporation,"Ramprasad Satagopan, David R. Regenold",1993-10-21,1993-10-21,1996-04-30,1996-04-30,https://patents.google.com/patent/US5513346A/en,https://patentimages.storage.googleapis.com/21/e9/4e/7d742ad4ad93c5/US5513346-drawings-page-2.png
US-8583915-B1,Security and authentication systems and methods for personalized portable devices and associated systems ,"Bby Solutions, Inc.",Andrew Shane Huang,2007-05-31,2008-06-02,2013-11-12,2013-11-12,https://patents.google.com/patent/US8583915B1/en,https://patentimages.storage.googleapis.com/53/49/29/b2c1818da44e5e/US08583915-20131112-D00000.png
KR-20070063546-A,Preparation and use of biphenyl-4-yl-carbonylamino acid derivatives for the treatment of obesity ,바이엘 파마슈티칼스 코포레이션,"데렉 로웨, 타티아나 셀레킨, 로저 스미스, 제프리 스테빈스, 크리스티아나 아쿠체, 스티븐 제이. 오코너, 앤-마리 캠벨, 필립 코이쉬, 로저 비. 클라크",2004-10-15,2005-10-14,2007-06-19,,https://patents.google.com/patent/KR20070063546A/en,
